GEOID,NAME,pop19,pop10,age19_total,age19_under18,age19_over65,age10_total,age10_under18,age10_over65,race19_total,race19_white,race19_black,race19_aian,race19_asian,race19_nhpi,race19_other,race19_2more,race10_total,race10_white,race10_black,race10_aian,race10_asian,race10_nhpi,race10_other,race10_2more,ethnicity19_total,ethnicity19_nhw,ethnicity19_latino,ethnicity10_total,ethnicity10_nhw,ethnicity10_latino,foreignborn19,foreignborn10,mhi19,mhi10,moc19,moc10,mgr19,mgr10,pown19,pownbase19,pown10,pownbase10,hu18,vac18,hu10,vac10,size19,size10
1,United States,324697795,303965272,324697795,73429392,50783796,303965272,74033117,38749413,324697795,235377662,41234642,2750143,17924209,599868,16047369,10763902,303965272,224895700,37978752,2480465,14185493,491673,16603808,7329381,324697795,197100373,58479370,303965272,196572772,47727533,44011870,38675012,62843,51914,1132,1126,1062,841,77274381,120756048,76089650,114235996,136384292,16654164,130038080,15802084,2.62,2.59
