Population,P_Female,Bedrooms,Type_House,Type_IGroup,Type_NIGroup,HU_SingleFamily,HU_2_4,HU_5_9,HU_10_19,HU_20_49,HU_50plus,Rent,Tenure_Owned,Tenure_Rented,Unit_Built_Before1950,Unit_Built_1950_2000,Unit_Built_After2000,Owner_Costs,Property_Value_Mean,Household_Income
328239523,0.5076940445097141,3.0162706025877006,320155161,3868069,4216293,217221713,21940687,12254455,11179567,8758330,12509504,421.025221721714,201903130,97103424,49164156,187286717,64557753,1565.9039760622177,352313.12062026974,105748.79948296597
